1561 frames | 65 secs | A.Beautiful.Mind.2001__#00-01-45_00-02-50_label_A
2425 frames | 101 secs | Mission.Impossible.III.2006__#01-47-33_01-49-14_label_B1-B2-0
1297 frames | 54 secs | Mission.Impossible.III.2006__#01-50-19_01-51-13_label_B1-0-0
2881 frames | 120 secs | Mission.Impossible.III.2006__#01-56-50_01-58-50_label_A
3289 frames | 137 secs | Mission.Impossible.V.Rogue.Nation.2015__#00-06-43_00-09-00_label_A
1441 frames | 60 secs | Mission.Impossible.V.Rogue.Nation.2015__#00-10-50_00-11-50_label_A
3408 frames | 142 secs | Mission.Impossible.V.Rogue.Nation.2015__#00-23-00_00-25-22_label_A
1778 frames | 74 secs | Mission.Impossible.V.Rogue.Nation.2015__#00-29-46_00-31-00_label_A
1441 frames | 60 secs | Mission.Impossible.V.Rogue.Nation.2015__#00-35-24_00-36-24_label_B1-0-0
1417 frames | 59 secs | Mission.Impossible.V.Rogue.Nation.2015__#00-37-00_00-37-59_label_B1-0-0
769 frames | 32 secs | Mission.Impossible.V.Rogue.Nation.2015__#00-41-49_00-42-21_label_G-0-0
1177 frames | 49 secs | Mission.Impossible.V.Rogue.Nation.2015__#00-42-52_00-43-41_label_A
649 frames | 27 secs | Mission.Impossible.V.Rogue.Nation.2015__#00-43-41_00-44-08_label_B2-0-0
313 frames | 13 secs | Mission.Impossible.V.Rogue.Nation.2015__#00-50-43_00-50-56_label_B2-0-0
1705 frames | 71 secs | Mission.Impossible.V.Rogue.Nation.2015__#00-54-17_00-55-28_label_A
1441 frames | 60 secs | Mission.Impossible.V.Rogue.Nation.2015__#00-58-50_00-59-50_label_A
1200 frames | 50 secs | Mission.Impossible.V.Rogue.Nation.2015__#01-14-35_01-15-25_label_B2-B6-0
1440 frames | 60 secs | Mission.Impossible.V.Rogue.Nation.2015__#01-20-40_01-21-40_label_A
4057 frames | 169 secs | Mission.Impossible.V.Rogue.Nation.2015__#01-21-50_01-24-39_label_A
2089 frames | 87 secs | Mission.Impossible.V.Rogue.Nation.2015__#01-55-51_01-57-18_label_B1-B2-0
2161 frames | 90 secs | Mission.Impossible.V.Rogue.Nation.2015__#01-57-48_01-59-18_label_B1-0-0
4441 frames | 185 secs | Mission.Impossible.V.Rogue.Nation.2015__#02-01-35_02-04-40_label_A
1344 frames | 56 secs | New.Kids.Turbo.2010__#00-01-11_00-02-07_label_A
1584 frames | 66 secs | New.Kids.Turbo.2010__#00-02-24_00-03-30_label_B6-0-0
3024 frames | 126 secs | New.Kids.Turbo.2010__#00-04-24_00-06-30_label_A
408 frames | 17 secs | New.Kids.Turbo.2010__#00-09-22_00-09-39_label_B1-0-0
480 frames | 20 secs | New.Kids.Turbo.2010__#00-13-50_00-14-10_label_B1-0-0
1440 frames | 60 secs | New.Kids.Turbo.2010__#00-14-30_00-15-30_label_A
1464 frames | 61 secs | New.Kids.Turbo.2010__#00-32-58_00-33-59_label_A
840 frames | 35 secs | New.Kids.Turbo.2010__#00-45-45_00-46-20_label_B2-0-0
2208 frames | 92 secs | New.Kids.Turbo.2010__#00-46-23_00-47-55_label_A
768 frames | 32 secs | New.Kids.Turbo.2010__#00-58-01_00-58-33_label_G-0-0
720 frames | 30 secs | New.Kids.Turbo.2010__#00-58-34_00-59-04_label_A
2880 frames | 120 secs | New.Kids.Turbo.2010__#01-12-25_01-14-25_label_B2-0-0
2040 frames | 85 secs | New.Kids.Turbo.2010__#01-17-50_01-19-15_label_A
136704 frames | 5696 secs | NewAdd.Dream.Team.8__#1_label_A
30242 frames | 1260 secs | NewAdd.NBA-2017.12.25_CLE@GSW__#00-00-00_00-21-00_label_A
33602 frames | 1400 secs | NewAdd.NBA-2017.12.25_CLE@GSW__#00-21-00_00-44-20_label_A
34898 frames | 1454 secs | NewAdd.NBA-2017.12.25_CLE@GSW__#00-44-20_01-08-34_label_A
45482 frames | 1895 secs | NewAdd.NBA-2017.12.25_CLE@GSW__#01-08-34_01-40-09_label_A
11559 frames | 482 secs | NewAdd.xidianuniversity__#1_label_A
1561 frames | 65 secs | One.Day.2011__#00-01-45_00-02-50_label_A
1561 frames | 65 secs | One.Day.2011__#00-03-00_00-04-05_label_A
2161 frames | 90 secs | One.Day.2011__#00-06-52_00-08-22_label_A
2762 frames | 115 secs | One.Day.2011__#00-08-55_00-10-50_label_A
3433 frames | 143 secs | One.Day.2011__#00-12-45_00-15-08_label_A
2665 frames | 111 secs | One.Day.2011__#00-16-18_00-18-09_label_A
3625 frames | 151 secs | One.Day.2011__#00-20-35_00-23-06_label_A
4321 frames | 180 secs | One.Day.2011__#00-25-20_00-28-20_label_A
3241 frames | 135 secs | One.Day.2011__#00-29-50_00-32-05_label_A
4152 frames | 173 secs | One.Day.2011__#00-32-07_00-35-00_label_A
6745 frames | 281 secs | One.Day.2011__#00-35-50_00-40-31_label_A
1657 frames | 69 secs | One.Day.2011__#00-40-52_00-42-01_label_A
3817 frames | 159 secs | One.Day.2011__#00-42-52_00-45-31_label_A
2641 frames | 110 secs | One.Day.2011__#00-45-40_00-47-30_label_A
6049 frames | 252 secs | One.Day.2011__#00-58-18_01-02-30_label_A
9001 frames | 375 secs | One.Day.2011__#01-07-50_01-14-05_label_A
3577 frames | 149 secs | One.Day.2011__#01-14-30_01-16-59_label_A
6962 frames | 290 secs | One.Day.2011__#01-17-00_01-21-50_label_A
6097 frames | 254 secs | One.Day.2011__#01-22-00_01-26-14_label_A
9072 frames | 378 secs | One.Day.2011__#01-31-56_01-38-14_label_A
3313 frames | 138 secs | One.Day.2011__#01-38-56_01-41-14_label_A
3072 frames | 128 secs | Operation.Red.Sea.2018__#0-05-27_0-07-35_label_B2-0-0
432 frames | 18 secs | Operation.Red.Sea.2018__#0-07-37_0-07-55_label_G-0-0
3240 frames | 135 secs | Operation.Red.Sea.2018__#0-13-50_0-16-05_label_A
1488 frames | 62 secs | Operation.Red.Sea.2018__#0-19-56_0-20-58_label_A
1152 frames | 48 secs | Operation.Red.Sea.2018__#0-23-37_0-24-25_label_A
1776 frames | 74 secs | Operation.Red.Sea.2018__#0-26-07_0-27-21_label_B2-0-0
1200 frames | 50 secs | Operation.Red.Sea.2018__#0-30-40_0-31-30_label_B2-0-0
2352 frames | 98 secs | Operation.Red.Sea.2018__#0-31-34_0-33-12_label_B2-0-0
840 frames | 35 secs | Operation.Red.Sea.2018__#0-33-45_0-34-20_label_B5-0-0
552 frames | 23 secs | Operation.Red.Sea.2018__#0-34-30_0-34-53_label_B2-G-0
1080 frames | 45 secs | Operation.Red.Sea.2018__#0-35-18_0-36-03_label_B2-B6-0
2304 frames | 96 secs | Operation.Red.Sea.2018__#0-36-25_0-38-01_label_B2-0-0
7272 frames | 303 secs | Operation.Red.Sea.2018__#0-38-02_0-43-05_label_B2-G-0
1128 frames | 47 secs | Operation.Red.Sea.2018__#0-47-28_0-48-15_label_A
1656 frames | 69 secs | Operation.Red.Sea.2018__#0-53-51_0-55-00_label_G-0-0
1944 frames | 81 secs | Operation.Red.Sea.2018__#0-55-04_0-56-25_label_B2-0-0
120 frames | 5 secs | Operation.Red.Sea.2018__#01-00-55_01-01-00_label_G-0-0
216 frames | 9 secs | Operation.Red.Sea.2018__#01-02-13_01-02-22_label_G-0-0
720 frames | 30 secs | Operation.Red.Sea.2018__#01-06-10_01-06-40_label_G-0-0
240 frames | 10 secs | Operation.Red.Sea.2018__#01-27-33_01-27-43_label_G-0-0
1200 frames | 50 secs | Operation.Red.Sea.2018__#01-28-15_01-29-05_label_B2-0-0
456 frames | 19 secs | Operation.Red.Sea.2018__#01-31-26_01-31-45_label_G-0-0
360 frames | 15 secs | Operation.Red.Sea.2018__#01-31-46_01-32-01_label_B2-0-0
1752 frames | 73 secs | Operation.Red.Sea.2018__#01-32-16_01-33-29_label_B2-G-0
648 frames | 27 secs | Operation.Red.Sea.2018__#01-34-55_01-35-22_label_G-0-0
336 frames | 14 secs | Operation.Red.Sea.2018__#01-36-06_01-36-20_label_G-0-0
936 frames | 39 secs | Operation.Red.Sea.2018__#01-36-21_01-37-00_label_B2-0-0
936 frames | 39 secs | Operation.Red.Sea.2018__#01-39-46_01-40-25_label_G-0-0
1584 frames | 66 secs | Operation.Red.Sea.2018__#01-42-54_01-44-00_label_B2-0-0
2736 frames | 114 secs | Operation.Red.Sea.2018__#01-52-20_01-54-14_label_G-0-0
336 frames | 14 secs | Operation.Red.Sea.2018__#02-08-54_02-09-08_label_G-B6-0
504 frames | 21 secs | Operation.Red.Sea.2018__#02-12-05_02-12-26_label_G-0-0
600 frames | 25 secs | Operation.Red.Sea.2018__#02-13-56_02-14-21_label_A
720 frames | 30 secs | Operation.Red.Sea.2018__#02-14-39_02-15-09_label_A
4344 frames | 181 secs | Quantum.Of.Solace.2008__#00-00-44_00-03-45_label_B2-B6-0
2304 frames | 96 secs | Quantum.Of.Solace.2008__#00-13-19_00-14-55_label_B1-B2-0
3794 frames | 158 secs | Quantum.Of.Solace.2008__#00-15-09_00-17-47_label_A
1345 frames | 56 secs | Quantum.Of.Solace.2008__#00-17-50_00-18-46_label_A
1609 frames | 67 secs | Quantum.Of.Solace.2008__#00-18-46_00-19-53_label_B1-0-0
9289 frames | 387 secs | Quantum.Of.Solace.2008__#00-22-53_00-29-20_label_A
1345 frames | 56 secs | Quantum.Of.Solace.2008__#00-30-15_00-31-11_label_B2-0-0
1585 frames | 66 secs | Quantum.Of.Solace.2008__#00-31-25_00-32-31_label_B2-G-B6
3841 frames | 160 secs | Quantum.Of.Solace.2008__#00-33-42_00-36-22_label_A
1682 frames | 70 secs | Quantum.Of.Solace.2008__#00-44-22_00-45-32_label_B2-0-0
2762 frames | 115 secs | Quantum.Of.Solace.2008__#00-56-59_00-58-54_label_A
1032 frames | 43 secs | Quantum.Of.Solace.2008__#01-02-03_01-02-46_label_B2-B1-0
4561 frames | 190 secs | Quantum.Of.Solace.2008__#01-12-38_01-15-48_label_A
1489 frames | 62 secs | Quantum.Of.Solace.2008__#01-22-53_01-23-55_label_B2-B1-0
1201 frames | 50 secs | Quantum.Of.Solace.2008__#01-25-15_01-26-05_label_A
961 frames | 40 secs | Quantum.Of.Solace.2008__#01-29-46_01-30-26_label_B2-G-0
481 frames | 20 secs | Quantum.Of.Solace.2008__#01-30-50_01-31-10_label_B1-G-0
2257 frames | 94 secs | Quantum.Of.Solace.2008__#01-31-16_01-32-50_label_B1-G-0
2641 frames | 110 secs | Quantum.Of.Solace.2008__#01-33-02_01-34-52_label_G-B2-0
2689 frames | 112 secs | Quantum.Of.Solace.2008__#01-36-08_01-38-00_label_A
2064 frames | 86 secs | Quantum.Of.Solace.2008__#01-40-09_01-41-35_label_A
2377 frames | 99 secs | Rush.Hour.1998.BluRay__#00-02-23_00-04-02_label_B1-B2-0
1993 frames | 83 secs | Rush.Hour.1998.BluRay__#00-04-03_00-05-26_label_A
866 frames | 36 secs | Rush.Hour.1998.BluRay__#00-07-26_00-08-02_label_B1-0-0
1922 frames | 80 secs | Rush.Hour.1998.BluRay__#00-09-35_00-10-55_label_A
2064 frames | 86 secs | Rush.Hour.1998.BluRay__#00-13-14_00-14-40_label_A
2641 frames | 110 secs | Rush.Hour.1998.BluRay__#00-15-18_00-17-08_label_A
4129 frames | 172 secs | Rush.Hour.1998.BluRay__#00-20-03_00-22-55_label_A
2112 frames | 88 secs | Rush.Hour.1998.BluRay__#00-32-44_00-34-12_label_B1-0-0
889 frames | 37 secs | Rush.Hour.1998.BluRay__#00-37-33_00-38-10_label_B1-0-0
745 frames | 31 secs | Rush.Hour.1998.BluRay__#00-43-05_00-43-36_label_G-0-0
2809 frames | 117 secs | Rush.Hour.1998.BluRay__#00-44-45_00-46-42_label_B1-B2-0
2762 frames | 115 secs | Rush.Hour.1998.BluRay__#00-49-15_00-51-10_label_A
3649 frames | 152 secs | Rush.Hour.1998.BluRay__#00-51-12_00-53-44_label_A
4874 frames | 203 secs | Rush.Hour.1998.BluRay__#00-55-24_00-58-47_label_A
2161 frames | 90 secs | Rush.Hour.1998.BluRay__#01-02-47_01-04-17_label_B1-0-0
3601 frames | 150 secs | Rush.Hour.1998.BluRay__#01-06-07_01-08-37_label_A
4009 frames | 167 secs | Rush.Hour.1998.BluRay__#01-13-13_01-16-00_label_A
1825 frames | 76 secs | Rush.Hour.1998.BluRay__#01-18-52_01-20-08_label_B2-B6-0
746 frames | 31 secs | Rush.Hour.1998.BluRay__#01-21-48_01-22-19_label_B2-0-0
2569 frames | 107 secs | Rush.Hour.1998.BluRay__#01-22-19_01-24-06_label_B1-B2-0
4081 frames | 170 secs | Rush.Hour.1998.BluRay__#01-29-16_01-32-06_label_A
457 frames | 19 secs | Rush.Hour.3.2007.BluRay__#00-08-51_00-09-10_label_B2-B6-0
3601 frames | 150 secs | Rush.Hour.3.2007.BluRay__#00-09-30_00-12-00_label_A
625 frames | 26 secs | Rush.Hour.3.2007.BluRay__#00-18-21_00-18-47_label_B2-0-0
2016 frames | 84 secs | Rush.Hour.3.2007.BluRay__#00-18-47_00-20-11_label_B2-B1-0
481 frames | 20 secs | Rush.Hour.3.2007.BluRay__#00-25-05_00-25-25_label_G-0-0
1561 frames | 65 secs | Rush.Hour.3.2007.BluRay__#00-25-55_00-27-00_label_A
8185 frames | 341 secs | Rush.Hour.3.2007.BluRay__#00-42-02_00-47-43_label_A
4273 frames | 178 secs | Rush.Hour.3.2007.BluRay__#00-55-12_00-58-10_label_A
2329 frames | 97 secs | Rush.Hour.3.2007.BluRay__#01-09-20_01-10-57_label_B1-0-0
1849 frames | 77 secs | Rush.Hour.3.2007.BluRay__#01-12-36_01-13-53_label_B1-0-0
769 frames | 32 secs | Rush.Hour.3.2007.BluRay__#01-16-36_01-17-08_label_B2-0-0
961 frames | 40 secs | Rush.Hour.3.2007.BluRay__#01-17-08_01-17-48_label_B1-B2-0
240 frames | 10 secs | Rush.Hour.3.2007.BluRay__#01-18-26_01-18-36_label_B2-0-0
312 frames | 13 secs | Rush.Hour.3.2007.BluRay__#01-19-53_01-20-06_label_B2-0-0
913 frames | 38 secs | Rush.Hour.3.2007.BluRay__#01-21-29_01-22-07_label_A
2137 frames | 89 secs | Salt.2010__#00-00-41_00-02-10_label_B5-0-0
842 frames | 35 secs | Salt.2010__#00-13-05_00-13-40_label_B5-0-0
1152 frames | 48 secs | Salt.2010__#00-19-42_00-20-30_label_A
312 frames | 13 secs | Salt.2010__#00-24-24_00-24-37_label_G-0-0
721 frames | 30 secs | Salt.2010__#00-24-37_00-25-07_label_B2-0-0
769 frames | 32 secs | Salt.2010__#00-28-03_00-28-35_label_B2-0-0
577 frames | 24 secs | Salt.2010__#00-28-36_00-29-00_label_G-0-0
1465 frames | 61 secs | Salt.2010__#00-31-00_00-32-01_label_A
649 frames | 27 secs | Salt.2010__#00-34-53_00-35-20_label_B2-0-0
721 frames | 30 secs | Salt.2010__#00-36-10_00-36-40_label_B2-0-0
1441 frames | 60 secs | Salt.2010__#00-38-13_00-39-13_label_A
3169 frames | 132 secs | Salt.2010__#00-40-10_00-42-22_label_A
626 frames | 26 secs | Salt.2010__#00-49-20_00-49-46_label_B1-0-0
842 frames | 35 secs | Salt.2010__#00-50-40_00-51-15_label_B1-B2-0
553 frames | 23 secs | Salt.2010__#00-51-17_00-51-40_label_B2-0-0
721 frames | 30 secs | Salt.2010__#00-51-40_00-52-10_label_G-0-0
721 frames | 30 secs | Salt.2010__#00-52-08_00-52-38_label_B2-0-0
961 frames | 40 secs | Salt.2010__#00-54-22_00-55-02_label_A
2833 frames | 118 secs | Salt.2010__#00-55-52_00-57-50_label_B1-B5-B6
4465 frames | 186 secs | Salt.2010__#00-57-55_01-01-01_label_A
553 frames | 23 secs | Salt.2010__#01-05-30_01-05-53_label_B5-0-0
1825 frames | 76 secs | Salt.2010__#01-08-26_01-09-42_label_A
2161 frames | 90 secs | Salt.2010__#01-10-30_01-12-00_label_A
409 frames | 17 secs | Salt.2010__#01-13-50_01-14-07_label_B1-0-0
529 frames | 22 secs | Salt.2010__#01-15-20_01-15-42_label_B1-0-0
578 frames | 24 secs | Salt.2010__#01-17-50_01-18-14_label_B1-B2-B5
1153 frames | 48 secs | Salt.2010__#01-18-20_01-19-08_label_A
577 frames | 24 secs | Salt.2010__#01-19-30_01-19-54_label_B2-0-0
842 frames | 35 secs | Salt.2010__#01-20-25_01-21-00_label_B2-0-0
1921 frames | 80 secs | Salt.2010__#01-23-40_01-25-00_label_A
601 frames | 25 secs | Salt.2010__#01-25-00_01-25-25_label_B2-0-0
841 frames | 35 secs | Salt.2010__#01-25-52_01-26-27_label_B2-0-0
2161 frames | 90 secs | Salt.2010__#01-26-40_01-28-10_label_B2-B1-B5
673 frames | 28 secs | Salt.2010__#01-31-17_01-31-45_label_B5-0-0
3865 frames | 161 secs | Saving.Private.Ryan.1998__#00-01-26_00-04-07_label_A
4969 frames | 207 secs | Saving.Private.Ryan.1998__#00-05-56_00-09-23_label_B2-G-0
1369 frames | 57 secs | Saving.Private.Ryan.1998__#00-09-34_00-10-31_label_G-B2-0
18529 frames | 772 secs | Saving.Private.Ryan.1998__#00-10-58_00-23-50_label_B2-G-0
265 frames | 11 secs | Saving.Private.Ryan.1998__#00-23-55_00-24-06_label_G-0-0
6625 frames | 276 secs | Saving.Private.Ryan.1998__#00-24-06_00-28-42_label_B2-G-0
3817 frames | 159 secs | Saving.Private.Ryan.1998__#00-28-42_00-31-21_label_A
2521 frames | 105 secs | Saving.Private.Ryan.1998__#00-31-27_00-33-12_label_A
4225 frames | 176 secs | Saving.Private.Ryan.1998__#00-33-15_00-36-11_label_A
2881 frames | 120 secs | Saving.Private.Ryan.1998__#00-36-27_00-38-27_label_A
5521 frames | 230 secs | Saving.Private.Ryan.1998__#00-41-55_00-45-45_label_A
481 frames | 20 secs | Saving.Private.Ryan.1998__#00-55-35_00-55-55_label_B2-0-0
1369 frames | 57 secs | Saving.Private.Ryan.1998__#00-58-47_00-59-44_label_B2-0-0
4320 frames | 180 secs | Saving.Private.Ryan.1998__#01-00-44_01-03-44_label_A
9553 frames | 398 secs | Saving.Private.Ryan.1998__#01-06-35_01-13-13_label_A
1201 frames | 50 secs | Saving.Private.Ryan.1998__#01-26-59_01-27-49_label_B2-0-0
1057 frames | 44 secs | Saving.Private.Ryan.1998__#01-27-49_01-28-33_label_G-B2-0
1081 frames | 45 secs | Saving.Private.Ryan.1998__#01-32-02_01-32-47_label_B1-0-0
1897 frames | 79 secs | Saving.Private.Ryan.1998__#01-44-47_01-46-06_label_G-B2-0
241 frames | 10 secs | Saving.Private.Ryan.1998__#02-13-05_02-13-15_label_G-0-0
697 frames | 29 secs | Saving.Private.Ryan.1998__#02-13-16_02-13-45_label_B2-0-0
3121 frames | 130 secs | Saving.Private.Ryan.1998__#02-13-45_02-15-55_label_B2-G-0
457 frames | 19 secs | Saving.Private.Ryan.1998__#02-16-11_02-16-30_label_G-0-0
1585 frames | 66 secs | Saving.Private.Ryan.1998__#02-17-44_02-18-50_label_B2-0-0
1393 frames | 58 secs | Saving.Private.Ryan.1998__#02-19-02_02-20-00_label_B2-0-0
1129 frames | 47 secs | Saving.Private.Ryan.1998__#02-22-13_02-23-00_label_B2-0-0
721 frames | 30 secs | Saving.Private.Ryan.1998__#02-23-28_02-23-58_label_B2-0-0
1369 frames | 57 secs | Saving.Private.Ryan.1998__#02-27-23_02-28-20_label_G-0-0
2016 frames | 84 secs | Saving.Private.Ryan.1998__#02-29-31_02-30-55_label_B2-G-0
481 frames | 20 secs | Saving.Private.Ryan.1998__#02-30-55_02-31-15_label_G-0-0
1105 frames | 46 secs | Saving.Private.Ryan.1998__#02-32-23_02-33-09_label_B2-0-0
889 frames | 37 secs | Saving.Private.Ryan.1998__#02-33-49_02-34-26_label_G-B2-0
505 frames | 21 secs | Saving.Private.Ryan.1998__#02-34-36_02-34-57_label_B2-0-0
5040 frames | 210 secs | Saving.Private.Ryan.1998__#02-39-02_02-42-32_label_A
5208 frames | 217 secs | Shoot.Em.Up.2007__#00-02-08_00-05-45_label_B2-0-0
1561 frames | 65 secs | Shoot.Em.Up.2007__#00-06-50_00-07-55_label_B2-0-0
1441 frames | 60 secs | Shoot.Em.Up.2007__#00-11-10_00-12-10_label_B2-B1-0
1946 frames | 81 secs | Shoot.Em.Up.2007__#00-12-27_00-13-48_label_A
2882 frames | 120 secs | Shoot.Em.Up.2007__#00-41-32_00-43-32_label_A
3120 frames | 130 secs | Shoot.Em.Up.2007__#00-47-30_00-49-40_label_A
2689 frames | 112 secs | Shoot.Em.Up.2007__#00-59-28_01-01-20_label_B2-B6-0
1633 frames | 68 secs | Shoot.Em.Up.2007__#01-03-21_01-04-29_label_A
2064 frames | 86 secs | Shoot.Em.Up.2007__#01-04-40_01-06-06_label_B1-0-0
841 frames | 35 secs | Shoot.Em.Up.2007__#01-13-15_01-13-50_label_B1-0-0
2761 frames | 115 secs | Shoot.Em.Up.2007__#01-16-49_01-18-44_label_A
721 frames | 30 secs | Shoplifters.2018__#00-01-45_00-02-15_label_A
1801 frames | 75 secs | Shoplifters.2018__#00-04-20_00-05-35_label_A
3601 frames | 150 secs | Shoplifters.2018__#00-05-52_00-08-22_label_A
2762 frames | 115 secs | Shoplifters.2018__#00-08-55_00-10-50_label_A
5954 frames | 248 secs | Shoplifters.2018__#00-11-00_00-15-08_label_A
1657 frames | 69 secs | Shoplifters.2018__#00-16-18_00-17-27_label_A
3625 frames | 151 secs | Shoplifters.2018__#00-20-35_00-23-06_label_A
985 frames | 41 secs | Shoplifters.2018__#00-23-50_00-24-31_label_A
2881 frames | 120 secs | Shoplifters.2018__#00-25-20_00-27-20_label_A
2425 frames | 101 secs | Shoplifters.2018__#00-30-50_00-32-31_label_A
6697 frames | 279 secs | Shoplifters.2018__#00-33-52_00-38-31_label_A
2377 frames | 99 secs | Shoplifters.2018__#00-38-52_00-40-31_label_A
2377 frames | 99 secs | Shoplifters.2018__#00-40-52_00-42-31_label_A
3817 frames | 159 secs | Shoplifters.2018__#00-42-52_00-45-31_label_A
2641 frames | 110 secs | Shoplifters.2018__#00-45-40_00-47-30_label_A
2017 frames | 84 secs | Shoplifters.2018__#00-49-48_00-51-12_label_A
4826 frames | 201 secs | Shoplifters.2018__#00-51-55_00-55-16_label_A
1921 frames | 80 secs | Shoplifters.2018__#00-56-40_00-58-00_label_A
2689 frames | 112 secs | Shoplifters.2018__#01-01-18_01-03-10_label_A
13657 frames | 569 secs | Shoplifters.2018__#01-07-30_01-16-59_label_A
3842 frames | 160 secs | Shoplifters.2018__#01-17-00_01-19-40_label_A
7393 frames | 308 secs | Shoplifters.2018__#01-21-00_01-26-08_label_A
2642 frames | 110 secs | Shoplifters.2018__#01-26-10_01-28-00_label_A
5064 frames | 211 secs | Shoplifters.2018__#01-30-25_01-33-56_label_A
5593 frames | 233 secs | Shoplifters.2018__#01-34-18_01-38-11_label_A
10921 frames | 455 secs | Shoplifters.2018__#01-39-05_01-46-40_label_A
3193 frames | 133 secs | Shoplifters.2018__#01-47-40_01-49-53_label_A
8882 frames | 370 secs | Shoplifters.2018__#01-50-20_01-56-30_label_A
3001 frames | 125 secs | Sin.City.2005__#0-00-30_0-02-35_label_A
1369 frames | 57 secs | Sin.City.2005__#0-05-10_0-06-07_label_A
1440 frames | 60 secs | Sin.City.2005__#0-07-40_0-08-40_label_B1-0-0
529 frames | 22 secs | Sin.City.2005__#0-09-48_0-10-10_label_B2-0-0
649 frames | 27 secs | Sin.City.2005__#0-12-05_0-12-32_label_B2-0-0
1345 frames | 56 secs | Sin.City.2005__#0-15-15_0-16-11_label_B1-B2-B6
1754 frames | 73 secs | Sin.City.2005__#0-20-08_0-21-21_label_B1-B2-0
360 frames | 15 secs | Sin.City.2005__#0-23-41_0-23-56_label_B2-0-0
1201 frames | 50 secs | Sin.City.2005__#0-25-40_0-26-30_label_B1-0-0
601 frames | 25 secs | Sin.City.2005__#0-29-56_0-30-21_label_B1-B2-0
1897 frames | 79 secs | Sin.City.2005__#0-32-20_0-33-39_label_B5-0-0
433 frames | 18 secs | Sin.City.2005__#0-36-50_0-37-08_label_G-B2-0
1008 frames | 42 secs | Sin.City.2005__#0-37-08_0-37-50_label_B1-0-0
962 frames | 40 secs | Sin.City.2005__#0-39-32_0-40-12_label_A
1080 frames | 45 secs | Sin.City.2005__#0-45-28_0-46-13_label_A
1681 frames | 70 secs | Sin.City.2005__#0-52-13_0-53-23_label_B5-0-0
1489 frames | 62 secs | Sin.City.2005__#01-13-58_01-15-00_label_B2-0-0
337 frames | 14 secs | Sin.City.2005__#01-15-01_01-15-15_label_G-0-0
1273 frames | 53 secs | Sin.City.2005__#01-17-34_01-18-27_label_B6-B2-0
217 frames | 9 secs | Sin.City.2005__#01-18-27_01-18-36_label_G-0-0
1561 frames | 65 secs | Sin.City.2005__#01-24-50_01-25-55_label_B2-0-0
2353 frames | 98 secs | Sin.City.2005__#01-30-07_01-31-45_label_B5-0-0
1777 frames | 74 secs | Sin.City.2005__#01-34-55_01-36-09_label_A
841 frames | 35 secs | Sin.City.2005__#01-41-09_01-41-44_label_B2-B6-0
793 frames | 33 secs | Sin.City.2005__#01-48-44_01-49-17_label_B1-0-0
1633 frames | 68 secs | Sin.City.2005__#01-50-47_01-51-55_label_B5-0-0
769 frames | 32 secs | Sin.City.2005__#01-53-40_01-54-12_label_B5-0-0
505 frames | 21 secs | Sin.City.2005__#01-55-42_01-56-03_label_A
1104 frames | 46 secs | Sin.City.2005__#01-56-49_01-57-35_label_A
721 frames | 30 secs | Skyfall.2012__#00-03-40_00-04-10_label_B2-0-0
721 frames | 30 secs | Skyfall.2012__#00-06-26_00-06-56_label_B2-B6-0
457 frames | 19 secs | Skyfall.2012__#00-07-04_00-07-23_label_B2-0-0
529 frames | 22 secs | Skyfall.2012__#00-07-24_00-07-46_label_B2-0-0
745 frames | 31 secs | Skyfall.2012__#00-07-50_00-08-21_label_B2-0-0
481 frames | 20 secs | Skyfall.2012__#00-08-30_00-08-50_label_B2-0-0
3241 frames | 135 secs | Skyfall.2012__#00-09-55_00-12-10_label_B1-B2-0
3120 frames | 130 secs | Skyfall.2012__#00-17-25_00-19-35_label_A
505 frames | 21 secs | Skyfall.2012__#00-21-15_00-21-36_label_G-0-0
529 frames | 22 secs | Skyfall.2012__#00-22-26_00-22-48_label_A
625 frames | 26 secs | Skyfall.2012__#00-23-27_00-23-53_label_A
505 frames | 21 secs | Skyfall.2012__#00-24-39_00-25-00_label_A
2930 frames | 122 secs | Skyfall.2012__#00-25-40_00-27-42_label_A
1921 frames | 80 secs | Skyfall.2012__#00-30-00_00-31-20_label_B2-0-0
1801 frames | 75 secs | Skyfall.2012__#00-31-20_00-32-35_label_A
481 frames | 20 secs | Skyfall.2012__#00-44-00_00-44-20_label_B2-0-0
1393 frames | 58 secs | Skyfall.2012__#00-49-02_00-50-00_label_B2-B1-0
2521 frames | 105 secs | Skyfall.2012__#00-51-45_00-53-30_label_A
4753 frames | 198 secs | Skyfall.2012__#00-59-47_01-03-05_label_A
986 frames | 41 secs | Skyfall.2012__#01-03-44_01-04-25_label_B1-0-0
553 frames | 23 secs | Skyfall.2012__#01-04-50_01-05-13_label_B1-0-0
937 frames | 39 secs | Skyfall.2012__#01-07-38_01-08-17_label_A
1201 frames | 50 secs | Skyfall.2012__#01-19-10_01-20-00_label_B2-0-0
2785 frames | 116 secs | Skyfall.2012__#01-20-55_01-22-51_label_A
577 frames | 24 secs | Skyfall.2012__#01-37-43_01-38-07_label_G-0-0
793 frames | 33 secs | Skyfall.2012__#01-38-10_01-38-43_label_B6-0-0
2401 frames | 100 secs | Skyfall.2012__#01-40-40_01-42-20_label_B2-0-0
3169 frames | 132 secs | Skyfall.2012__#01-45-55_01-48-07_label_A
